Time,Time Code,Country Name,Country Code,Fixed (wired) broadband subscriptions (per 100 people) [IT.NET.BBND.P2],Internet users (per 100 people) [IT.NET.USER.P2],Secure Internet servers (per 1 million people) [IT.NET.SECR.P6],Land area (sq. km) [AG.LND.TOTL.K2],Population density (people per sq. km of land area) [EN.POP.DNST],Fixed telephone subscriptions (per 100 people) [IT.MLT.MAIN.P2],Mobile cellular subscriptions (per 100 people) [IT.CEL.SETS.P2],"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Mortality rate, infant (per 1,000 live births) [SP.DYN.IMRT.IN]","GDP per capita, PPP (constant 2011 international $) [NY.GDP.PCAP.PP.KD]","Population, total [SP.POP.TOTL]",Urban population (% of total) [SP.URB.TOTL.IN.ZS],"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate) [SL.UEM.1524.MA.ZS]","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate) [SL.UEM.1524.ZS]","Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]","Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate) [SL.TLF.ACTI.MA.ZS]","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate) [SL.TLF.ACTI.ZS]","School enrollment, secondary (% gross) [SE.SEC.ENRR]","Health expenditure, public (% of GDP) [SH.XPD.PUBL.ZS]",Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS],"Government expenditure per student, secondary (% of GDP per capita) [SE.XPD.SECO.PC.ZS]","Intentional homicides (per 100,000 people) [VC.IHR.PSRC.P5]",Battle-related deaths (number of people) [VC.BTL.DETH],Armed forces personnel (% of total labor force) [MS.MIL.TOTL.TF.ZS],International migrant stock (% of population) [SM.POP.TOTL.ZS],Refugee population by country or territory of asylum [SM.POP.REFG],Refugee population by country or territory of origin [SM.POP.REFG.OR]
2011,YR2011,"Korea, Rep.",KOR,36.6469023636,83.7591201534,2496.1108441557,97230,511.9761390517,60.4697426612,107.7446101832,80.9670731707,3.4,31327.1268995123,49779440,82.037,11.6999998093,9.6999998093,3.4000000954,75.6999969482,65.4000015259,96.7296600342,4.1202444541,2.5684316052,23.0435504913,0.9,NA,2.5984853529,NA,401,514
2011,YR2011,Kosovo,KSV,NA,NA,NA,10887,164.5041792964,NA,NA,70.1487804878,NA,8222.5707377924,1790957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,YR2011,Kuwait,KWT,1.504141991,65.7690706867,161.6152564802,17820,175.3482042649,16.4718269405,157.9080265177,74.2582439024,8.9,79101.9824109549,3124705,98.279,24.7000007629,21.6000003815,3.5999999046,84.3000030518,69.5,NA,2.1634365905,3.5026722873,20.9380397797,NA,NA,1.4236615062,NA,335,1120
2011,YR2011,Kyrgyz Republic,KGZ,0.6840113639,20,2.53871541,191800,28.7518248175,9.2907842238,116.1691884342,69.6024390244,24.9,2920.6032099095,5514600,35.342,14,15.8999996185,8.5,81.6999969482,70.1999969482,88.1920013428,3.7010895697,3.3988359347,NA,9.1,NA,0.793319318,NA,6095,3162
2011,YR2011,Lao PDR,LAO,0.0969896558,9,1.2267466342,230800,28.2552599653,1.6506335993,84.0451939594,67.3549512195,57.1,4133.1475781432,6521314,34.252,4.0999999046,3.2000000477,1.3999999762,80.8000030518,80.4000015259,43.6019096375,0.7795853012,0.2255140525,NA,NA,NA,3.9963373615,NA,NA,8088
2011,YR2011,Latvia,LVA,22.0616045742,69.7499545592,221.8760028723,62200,33.1142926045,24.9034308631,111.363784343,73.5756097561,7.8,19515.7538057643,2059709,67.62,31.2000007629,31,16.2000007629,76.0999984741,73.0999984741,98.6637420654,3.8734037579,1.0437682134,25.8227291107,3.3,NA,0.5155836359,NA,95,709
2011,YR2011,Lebanon,LBN,8.2847543771,52,39.9289037348,10230,428.4252199413,19.0928975538,77.1900167593,79.5589268293,8.5,16431.1496059329,4382790,87.304,17.7999992371,20.7999992371,6.1999998093,75.5,51,76.1282119751,2.7441698803,4.0583260233,NA,NA,NA,5.0322789241,NA,445144,15013
2011,YR2011,Lesotho,LSO,0.0659763214,4.2248,NA,30360,66.8483530962,1.9008965684,60.7215710544,48.2197560976,72.8,2268.4945381763,2029516,25.253,30.5,35.5999984741,26.2000007629,74.3000030518,67.0999984741,52.0372390747,9.219269103,2.3365264034,NA,NA,NA,0.23883078,NA,34,11
2011,YR2011,Liberia,LBR,0.0015442323,3,1.2255812135,96320,42.3556582226,0.2276884778,49.5290949303,59.8598780488,57.9,728.9858716122,4079697,48.168,3.4000000954,5,3.7000000477,64.6999969482,62,45.156791687,4.9996893499,0.8634440521,NA,3.9,NA,0.1443844994,NA,128293,66780
2011,YR2011,Libya,LBY,1.1469331091,14,1.4746282831,1759540,3.4686526024,16.3847587008,163.8475870084,74.9874634146,13.6,11358.3341836147,6103233,77.812,35.9000015259,43.2000007629,18.2000007629,79.3000030518,55.7999992371,NA,3.02,NA,NA,NA,1930,NA,NA,10130,4384
2011,YR2011,Liechtenstein,LIE,37.361217984,85,7667.3628668792,160,227.425,53.8639111795,101.599428383,81.7926829268,NA,NA,36388,14.41,NA,NA,NA,NA,NA,111.4565734863,NA,NA,NA,0,NA,NA,NA,94,NA
2011,YR2011,Lithuania,LTU,20.3969145658,63.6399774002,255.9347977207,62674,48.3153301209,23.3874401277,162.2218280015,73.5634146341,5,22322.0418584373,3028115,66.672,34.0999984741,32,15.3000001907,74.5,72.1999969482,106.9184799194,4.7391337859,0.7998622927,19.4657402039,6.9,NA,1.5171125093,NA,821,528
2011,YR2011,Luxembourg,LUX,32.8756962359,90.0298585647,1869.4040864517,2590,200.133976834,54.05850318,148.15066583,80.987804878,1.8,91469.0876873736,518347,88.906,13.3000001907,16.7999992371,4.9000000954,74.5999984741,67.6999969482,101.0177307129,6.3048620048,0.5210985985,18.316160202,0.8,NA,0.6218905473,NA,2855,NA
2011,YR2011,"Macao SAR, China",MAC,25.1998066918,60.2036967182,243.465781159,29.9,18270.1672240803,30.4442060636,247.7116047141,79.9098292683,NA,117187.626261337,546278,100,7,5.8000001907,2.5999999046,82.5,76.8000030518,96.8064117432,NA,NA,NA,NA,NA,NA,NA,1,10
2011,YR2011,"Macedonia, FYR",MKD,12.3209863634,56.7,28.0432912367,25220,83.4214908803,20.0606020277,105.1967070522,74.8745121951,7.5,11322.6926462988,2103890,56.962,55.7999992371,55.4000015259,31.3999996185,76.9000015259,64.1999969482,NA,4.3141066153,1.2742801589,NA,1.4,NA,0.8282336571,NA,1130,7684
2011,YR2011,Madagascar,MDG,0.0316067201,1.9,0.5074050228,581795,37.2621524764,1.0925952355,40.0424301306,63.798902439,42.2,1371.6443360831,21678934,32.562,5.6999998093,6.1999998093,3.5999999046,91.5999984741,90.0999984741,36.5952415466,2.2027377648,0.7287653015,10.279589653,NA,NA,0.1968605841,NA,9,289
2011,YR2011,Malawi,MWI,0.0073750459,3.33,0.3881603084,94280,163.9534471786,1.1223073077,25.5640567695,54.1399512195,49,747.2590650245,15457531,15.663,12.5,13.5,7.5999999046,80.4000015259,82.5999984741,33.8233795166,4.6536584146,0.7907108224,33.1841011047,2.2,NA,0.0973936039,NA,6308,222
2011,YR2011,Malaysia,MYS,7.4328119145,61,54.6264386121,328550,87.5330025871,15.7269203818,127.4778010115,74.6683902439,7.3,21096.0240167133,28758968,71.735,9.3999996185,10,3.0999999046,78.5,62,67.2426605225,2.1380533775,1.661395622,19.8658409119,NA,NA,1.0774433366,NA,86680,537
2011,YR2011,Maldives,MDV,5.2535817137,34,81.3341205673,300,1106.5466666667,7.2550035546,159.7911219289,77.1928780488,10.1,11158.0962336566,331964,41.159,17.7999992371,25.3999996185,11.5,78.8000030518,68.0999984741,NA,3.5809270517,NA,NA,NA,NA,NA,NA,NA,21
2011,YR2011,Mali,MLI,0.016418417,2,1.0404573518,1220190,11.8151574755,0.726211486,75.0650441913,54.1908292683,81.1,1657.9915540213,14416737,36.789,7.9000000954,10.3999996185,8.1000003815,81.9000015259,66.8000030518,44.4552192688,3.0116394292,1.5126738182,31.1759605408,NA,18,0.2411182648,NA,15624,4295
2011,YR2011,Malta,MLT,29.3576260214,68.0198237885,1671.9997693793,320,1300.8375,54.4622334387,122.3737909165,80.7463414634,5.4,28177.5775585873,416268,94.833,14,14,6.5,78.8000030518,61.7000007629,87.1400375366,6.649830392,0.6008308552,66.4336090088,0.7,NA,1.1699650114,NA,6952,6
2011,YR2011,Marshall Islands,MHL,NA,8.06,171.4448995142,180,291.6388888889,NA,NA,NA,31.5,3510.2749745631,52495,71.619,NA,NA,NA,NA,NA,NA,13.3011340658,NA,NA,NA,NA,NA,NA,NA,NA
2011,YR2011,Mauritania,MRT,0.16528198,4.5,1.8904801631,1030700,3.5924740468,1.9524338987,89.5214465522,61.1869512195,69.2,2710.4304474332,3702763,57.348,44.4000015259,42.9000015259,31.1000003815,80,54.7999992371,22.4185199738,1.5548874875,NA,23.9491596222,NA,8,1.7588969818,NA,26535,39929
2011,YR2011,Mauritius,MUS,9.4581791386,34.95,119.7696589918,2030,616.9477832512,30.3341943947,104.7930618426,73.2668292683,13,16179.2915316024,1252404,40.372,17.2000007629,21.7000007629,7.9000000954,80,64.1999969482,94.3788070679,2.4612241107,0.1557222509,16.8445091248,2.8,NA,0.4292184447,NA,NA,42
2011,YR2011,Mexico,MEX,9.5726415628,37.1762954125,25.7956450567,1943950,61.4013904679,16.7531781445,79.2411829392,76.9141707317,13.8,15886.7176785264,119361233,78.118,9.6000003815,10,5.3000001907,82.6999969482,63.5999984741,84.0513305664,3.003069296,0.5525493003,15.912320137,22.8,NA,0.6501780591,NA,1677,7472
2011,YR2011,"Micronesia, Fed. Sts.",FSM,NA,22.8,77.3514851485,700,147.7485714286,8.1219059406,26.6862623762,68.7379756098,31.6,3411.9987222236,103424,22.303,NA,NA,NA,NA,NA,NA,12.4861886457,NA,NA,NA,NA,NA,NA,NA,NA
2011,YR2011,Moldova,MDA,10.0227551901,38,19.6629986747,32850,124.0802342198,33.3044589108,90.8079701309,68.5752926829,14.3,4179.2148088151,3559986,44.859,14.3000001907,15.1000003815,6.6999998093,49.4000015259,46.7999992371,87.719367981,5.1726189753,0.3181592308,38.2896995544,8.6,NA,0.6270566447,NA,146,6264
2011,YR2011,Monaco,MCO,42.7256380666,80.3,3059.4992082875,2,18630.5,119.4144011164,85.3144038002,NA,3.2,NA,37261,100,NA,NA,NA,NA,NA,NA,3.7049962078,NA,9.9682397842,NA,NA,NA,NA,37,4
2011,YR2011,Mongolia,MNG,3.2269882206,12.4999911085,13.7970647834,1553560,1.7728372255,6.8099770206,106.8296923,67.1247073171,28.2,7494.9507710747,2754209,68.538,8.1999998093,9,4.8000001907,70.5999984741,64.5,NA,3.7769970443,0.9947939004,NA,9.7,NA,1.3833828375,NA,1,1985
2011,YR2011,Montenegro,MNE,10.4265891558,35.611541246,25.779674016,13450,46.144535316,27.528824898,186.7595594254,74.5393658537,5.7,14068.9587460544,620644,63.274,35.5,37.2000007629,19.7000007629,63.7999992371,57.4000015259,91.0411834717,4.1865889934,1.7655825804,NA,3.4,NA,4.970454768,NA,12874,3698
2011,YR2011,Morocco,MAR,1.8371789836,46.107482597,4.3356986077,446300,71.8337978938,11.1233314735,114.0193379644,70.4091219512,28.1,6697.6020723762,32059424,58.191,18,17.7999992371,8.8999996185,78.8000030518,52.0999984741,65.5579833984,2.0877720605,3.3692703901,33.8584213257,1.4,NA,2.1189832363,NA,736,2312
2011,YR2011,Mozambique,MOZ,0.086260459,4.3,1.0983929413,786380,31.2588913757,0.3584829111,31.9565018496,49.4878292683,67.8,977.0792034507,24581367,31.179,13.8999996185,14.1999998093,8.3000001907,82.6999969482,84.6999969482,26.2816505432,2.8024466945,NA,NA,NA,NA,0.0987166918,NA,4079,155
2011,YR2011,Myanmar,MMR,0.0349966246,0.98,0.0764076734,653290,80.13403389,1.0006826453,2.3755508587,64.7612439024,42.4,NA,52350763,31.935,8.6999998093,9.6999998093,3.4000000954,84.9000015259,81.9000015259,NA,0.2915046961,NA,NA,NA,713,1.6803741434,NA,NA,414626
2011,YR2011,Namibia,NAM,0.7935541649,12,20.7429773748,823290,2.6936049266,7.1725157354,98.9573046395,63.2771707317,36.1,8715.378134293,2217618,42.637,35.7999992371,40.0999984741,19.7999992371,66,61.4000015259,NA,5.2984790962,3.559382212,NA,13.9,NA,1.8204203255,NA,6049,1073
2011,YR2011,Nepal,NPL,0.3485591427,9,2.1726028375,143350,189.4409975584,3.1136049973,49.1762281751,67.5495609756,34.7,2043.8604956559,27156367,17.166,5.9000000954,4.5,2.7000000477,89,85.8000030518,62.7280883789,2.7612968214,1.5406516971,NA,2.9,NA,1.0948229829,NA,72654,6854
2011,YR2011,Netherlands,NLD,38.9891196593,91.4199957622,2750.3023110064,33720,495.0496441281,42.7991829694,118.9791425835,81.2048780488,3.6,46388.293591692,16693074,87.837,7.4000000954,7.5,4.4000000954,83.4000015259,78.3000030518,128.418182373,9.6176992895,1.3032543251,25.8880004883,0.9,NA,0.4880461383,NA,74598,64
2011,YR2011,New Caledonia,NCL,17.1214559663,50,137.7952755906,18280,13.8949671772,30.5045118622,91.0018976244,76.7268292683,NA,NA,254000,67.901,NA,NA,NA,75.8000030518,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,YR2011,New Zealand,NZL,25.8273649087,81.23,1605.1551094891,263310,16.6495765448,42.5924965161,109.1999112807,80.9048780488,5.3,31836.6591245567,4384000,86.183,18.1000003815,17.2000007629,6.5,83.6999969482,77.8000030518,119.793006897,8.2774586818,1.0545247647,23.2175807953,0.9,NA,0.360124186,NA,1934,18
2011,YR2011,Nicaragua,NIC,1.4409804601,10.6,9.9912855669,120340,49.0705168689,4.8706331732,81.6835688737,74.1347073171,21.3,4214.6636823734,5905146,57.544,10.1999998093,12.1999998093,7.8000001907,82.1999969482,65.1999969482,NA,4.0230335801,0.5198932531,NA,12.5,NA,0.4889172642,NA,86,1468
2011,YR2011,Niger,NER,0.0128032272,1.3,0.3028199441,1266700,13.03502171,0.5169378702,28.7247670739,57.4826341463,63.7,828.4599159427,16511462,17.766,7.3000001907,6.8000001907,5.0999999046,91.1999969482,65.6999969482,14.6827697754,2.4806150164,NA,49.2359580994,NA,6,0.2000009346,NA,302,819
2011,YR2011,Nigeria,NGA,NA,28.43,1.6748590111,910770,180.2792417405,0.4381467715,57.9606630432,51.7102439024,79.2,5217.1472890844,164192925,44.362,14.1000003815,13.8000001907,7.5999999046,63.2999992371,55.9000015259,NA,1.1516112491,0.5791564022,NA,NA,324,0.3164516349,NA,8806,17141
2011,YR2011,Northern Mariana Islands,MNP,NA,NA,75.1455945895,460,115.7173913043,NA,NA,NA,NA,NA,53230,89.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,YR2011,Norway,NOR,36.1198392962,93.4899826515,1810.1838691338,365268,13.5601476176,30.7905085892,115.8117293053,81.2951219512,2.5,61811.0583064253,4953088,79.385,9.3999996185,8.6999998093,3.2999999523,80,77.9000015259,112.9829101563,7.8736576535,1.4735456852,26.1716899872,2.2,NA,0.9284395267,NA,40691,7
2011,YR2011,Oman,OMN,1.737716603,48,50.2516882253,309500,9.773098546,9.4989906684,158.9952836146,76.3231463415,10,46131.8509115556,3024774,75.691,17.6000003815,20.6000003815,8.1000003815,82.5999984741,63.5,97.7604980469,1.9509495949,9.5917878733,15.8910503387,1.1,NA,3.3943399742,NA,83,60
2011,YR2011,Pakistan,PAK,0.4187962045,9,1.1182612153,770880,228.526298516,3.2479102295,61.8134599176,66.2838780488,72.1,4261.2735741028,176166353,37.007,7.0999999046,8,5,85.8000030518,56.0999984741,34.9367599487,0.9201924924,3.2883865786,NA,7.9,2825,1.5243396681,NA,1702700,35952
2011,YR2011,Palau,PLW,2.513830923,NA,97.0591089974,460,44.7956521739,33.5630398913,74.9538969232,NA,16.1,14079.9588742885,20606,84.234,NA,NA,NA,NA,NA,NA,6.7251028411,NA,NA,NA,NA,NA,NA,1,NA
2011,YR2011,Panama,PAN,7.5620768701,42.7,136.6207146948,74340,50.3131826742,14.9770525324,180.0781064102,77.156804878,16.3,16253.6827286197,3740282,65.405,10.8000001907,11.8999996185,4.5,86.0999984741,69.8000030518,69.7404785156,5.0897324107,NA,9.6649599075,20.3,NA,0.6897974927,NA,17262,100
2011,YR2011,Papua New Guinea,PNG,0.1069445971,2,6.8444542168,452860,15.4859713819,1.8537063504,34.222271084,62.1621219512,49.5,2341.1184088183,7012977,13,4.3000001907,5.1999998093,2.4000000954,74.5999984741,73.1999969482,NA,2.5185022202,0.5995675251,NA,NA,NA,0.0997965759,NA,9377,128
2011,YR2011,Paraguay,PRY,0.9405611997,24.7635158794,9.7366583819,397300,16.5444173169,5.6114492149,99.329935341,72.1134634146,19.9,7185.7545272201,6573097,58.714,7.6999998093,10.1999998093,4.3000001907,87.8000030518,73,69.601020813,3.6052615275,1.2033852882,17.5919799805,9.9952883702,NA,0.8273500806,NA,124,91
2011,YR2011,Peru,PER,4.0194379266,36.01,18.5042070226,1280000,23.1366304688,10.9757096152,109.6118144905,74.2105365854,14.3,10429.3886903468,29614887,77.269,9.3000001907,9.5,3.9000000954,86.6999969482,77.8000030518,91.7702178955,2.6241343056,1.1890906956,9.3366498947,9.6,NA,1.2098836911,NA,1144,5491
2011,YR2011,Philippines,PHL,5.3748082776,29,7.5326050546,298170,318.7894053728,3.7410020218,99.0914142326,68.3914878049,24.5,5720.6844666596,95053437,45.017,15,16.1000003815,7,81.5,67,NA,1.3066407664,1.2052534094,NA,9.1,368,0.4102572442,NA,125,952
2011,YR2011,Poland,POL,14.7164668504,61.949998969,267.4510305234,306230,125.8340365085,17.9365818743,131.2936783159,76.7463414634,4.7,22060.567192753,38534157,60.78,23.2999992371,25.5,9.6000003815,72.9000015259,66,97.3553466797,4.828813721,1.8032520974,24.2004795074,1.2,NA,0.6419158139,NA,15847,1815
2011,YR2011,Portugal,PRT,21.1646680592,55.2499968797,225.4308760736,91590,115.2697892783,42.8639368296,116.3901378318,80.4707317073,3.1,26932.4081275165,10557560,61.167,28.6000003815,30,12.6999998093,78.5,74.0999984741,111.2600784302,6.8980191227,2.0026500146,33.5213012695,1.1,NA,1.6422427762,NA,408,28
2011,YR2011,Puerto Rico,PRI,15.0769457712,48,106.060359466,8870,415.6234498309,22.3199607281,83.9788910764,78.3588536585,NA,34122.8450883533,3686580,93.771,33.4000015259,30.1000003815,15.8000001907,59.5999984741,50,78.3189926147,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,YR2011,Qatar,QAT,8.5300031085,69,123.501885497,11610,164.591042205,16.1703739909,120.4784442112,78.2996829268,7.4,133733.867707273,1910902,98.812,0.5,1.7000000477,0.6000000238,96,87.3000030518,111.6166992188,1.5224953702,NA,NA,NA,NA,0.8229597398,NA,80,95
2011,YR2011,Romania,ROM,14.9617603907,40.009996781,56.979694978,230170,87.5332493374,21.4590985684,107.3871983913,74.5634146341,11.5,17362.8878896532,20147528,53.96,23.7999992371,23.8999996185,7.4000000954,71,63.5999984741,95.9855804443,4.4389485783,1.3031957125,11.8981800079,1.5,NA,1.5866873471,NA,1005,3428
2011,YR2011,Russian Federation,RUS,12.1447193491,49,26.9312768377,16376870,8.7291686385,30.7808350738,142.0484328326,69.6585365854,9.6,22570.4994107822,142956460,73.732,15.1000003815,15.3000001907,6.5,78,73,91.8952026367,3.612695773,3.6878743264,NA,9.6,359,1.7736358497,NA,3914,109785
2011,YR2011,Rwanda,RWA,0.0448120858,7,0.8973184983,24670,451.735508715,0.349065869,39.8965212308,62.9224146341,40.7,1323.5181570021,11144315,24.922,1,0.6999999881,0.6000000238,86.5,87.5,31.5387706757,6.4556374788,1.1778471139,40.0335998535,NA,NA,0.6533605131,NA,55325,106833
2011,YR2011,Samoa,WSM,NA,11,21.3414146157,2830,66.2293286219,NA,NA,72.6957804878,15.9,5653.735994492,187429,19.857,NA,NA,NA,60.9000015259,43.7999992371,86.373588562,5.9736615295,NA,NA,NA,NA,NA,NA,NA,1
2011,YR2011,San Marino,SMR,21.0577170832,49.6,1674.8260757537,60,517.4666666667,60.181010049,114.2263591858,83.3232150776,3,NA,31048,94.104,NA,NA,NA,NA,NA,94.9478683472,4.7664262002,NA,NA,NA,NA,NA,NA,NA,1
2011,YR2011,Sao Tome and Principe,STP,0.4023430889,20.1612,16.3776019915,960,190.809375,4.3455237284,62.8015525967,66.0032682927,38.8,2801.2807962092,183177,62.6,NA,NA,NA,79.5999984741,62.7999992371,60.8998718262,2.605312587,NA,NA,3.3,NA,NA,NA,NA,33
2011,YR2011,Saudi Arabia,SAU,5.6803956872,47.5,21.7925915851,2149690,12.9142936889,16.6890115774,194.5123877015,75.288,14.2,49229.7725339303,27761728,82.298,24.6000003815,30.1000003815,5.8000001907,77.3000030518,53.5,114.1339874268,2.8969152519,7.2487602812,NA,NA,NA,2.4797017984,NA,599,745
2011,YR2011,Senegal,SEN,0.6954829279,17.5,1.3502629299,192530,69.2397912014,2.5985510028,70.1601719395,63.0425853659,45.9,2163.2768834385,13330737,42.497,11.5,14.6999998093,10.3999996185,89.5,77.9000015259,41.0044517517,2.2798937072,NA,NA,NA,25,0.3237289115,NA,20644,17722
2011,YR2011,Serbia,SRB,11.7258159755,42.2,29.0291852517,87460,82.7132289046,38.7652557272,130.2483360179,74.5365853659,6.4,12571.8903612042,7234099,55.258,45.5999984741,50.4000015259,23,68.6999969482,60.7999992371,91.4569015503,6.4141593582,2.1240104952,13.8669300079,1.4,NA,0.8961680301,NA,70707,161671
2011,YR2011,Seychelles,SYC,9.8040283663,43.16400446,1326.608799076,460,190.0891304348,30.4055599734,137.9034630007,72.7243902439,12.3,22424.7148134973,87441,52.611,NA,NA,NA,NA,NA,76.0060424805,3.2175586616,0.8232425754,6.7874798775,NA,NA,NA,NA,NA,42
2011,YR2011,Sierra Leone,SLE,NA,0.9,0.681954844,72180,81.2619977833,0.2727819376,36.4334375417,45.1025853659,112,1396.6095165346,5865491,38.557,7.1999998093,5.0999999046,3.4000000954,69.5999984741,68.6999969482,45.6684913635,2.6467821358,0.0008174172,11.7103300095,3.2,NA,0.4590011436,NA,8092,8002
2011,YR2011,Singapore,SGP,25.6135039924,71,607.2882304146,700,7405.2857142857,38.86804452,150.1160494536,81.743902439,2.2,74593.9429944563,5183700,100,9.8999996185,10.6999998093,2.9000000954,82.0999984741,73,NA,1.3528912798,3.2554674563,NA,0.3,NA,5.0774430465,NA,3,67
2011,YR2011,Sint Maarten (Dutch part),SXM,NA,NA,NA,34,1131.9411764706,NA,NA,NA,NA,NA,38486,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2011,YR2011,Slovak Republic,SVK,13.7259609066,74.4399971747,165.049392559,48088,112.2605223756,19.4113214955,109.9775874394,75.9585365854,6.5,25066.0826753902,5398384,54.41,32.9000015259,33.0999984741,13.5,76.8000030518,68.9000015259,93.5380630493,5.6439043739,1.0875179268,18.4138202667,1.8,NA,0.5856483996,NA,546,269
2011,YR2011,Slovenia,SVN,23.6497745825,67.3399948092,433.0579591328,20140,101.9286494538,42.7380947762,105.1696644733,79.9707317073,2.6,28491.9371172131,2052843,49.948,15,15.8000001907,8.1999998093,74.5,70.8000030518,97.9489364624,6.6735505543,1.2992145207,31.4347896576,0.8,NA,1.1807020591,NA,142,32
2011,YR2011,Solomon Islands,SLB,0.4516753811,6,7.4349856969,27990,19.2210432297,1.5596741246,51.0917347123,67.2922195122,26.4,1935.1791109553,537997,20.506,8.3000001907,9.1999998093,3.5999999046,81.5999984741,68.5,47.8801002502,4.7931896941,NA,NA,NA,NA,NA,NA,NA,72
2011,YR2011,Somalia,SOM,NA,1.25,0.2018590614,627340,15.793513884,0.9083657763,18.1673155258,54.3579512195,94.8,NA,9907903,37.702,10.1999998093,10.6000003815,6.9000000954,77.6999969482,57.9000015259,NA,NA,NA,NA,NA,1937,0.1097516013,NA,2099,1077048
2011,YR2011,South Africa,ZAF,1.7459417586,33.97,72.4878334593,1213090,42.4976539251,9.3437721016,123.1976544091,55.2956585366,34.4,12290.894359759,51553479,62.746,45.5999984741,50.0999984741,24.7000007629,62.5,55.0999984741,98.4502868652,4.1072993423,1.1027949347,21.892780304,30,NA,0.4167131057,NA,57899,429
2011,YR2011,South Sudan,SSD,3.85315250488628E-005,NA,NA,NA,NA,0.0211923388,17.339186272,54.0455609756,68.3,3504.748158739,10381110,18.022,NA,NA,NA,NA,NA,NA,0.4574596534,5.9061286483,NA,NA,214,NA,NA,105023,1
2011,YR2011,Spain,ESP,23.7468831237,67.6,281.6268817351,498800,93.7102987169,42.7591434231,113.0635393982,82.4756097561,3.7,32673.9604674027,46742697,78.673,48.7000007629,47.0999984741,21.7000007629,80.5999984741,74,128.5147705078,6.9299917712,0.9355929933,26.4884204865,0.8,NA,0.9161646874,NA,4228,43
2011,YR2011,Sri Lanka,LKA,1.7156075172,15,6.0376635201,62710,332.785839579,17.2439677997,87.5459080324,73.8992926829,8.9,8111.5541415974,20869000,18.309,12.8000001907,16.8999996185,4.1999998093,81,59.2000007629,99.0955734253,1.3812025975,2.9648589331,8.3244600296,3.4,NA,2.59620807,NA,188,136617
2011,YR2011,St. Kitts and Nevis,KNA,23.7866002152,77.6,1208.2082648997,260,203.7346153846,37.3789431953,145.3625568707,NA,8.4,20582.4559218773,52971,31.815,NA,NA,NA,NA,NA,94.481086731,2.2603673449,NA,NA,64.2,NA,NA,NA,NA,9
2011,YR2011,St. Lucia,LCA,11.9037658071,45,117.1410880734,610,293.8868852459,20.0277791723,120.7836180977,74.5529512195,13.3,10534.6056539486,179271,18.45,NA,NA,NA,80.8000030518,74.5,94.639831543,3.3029507574,NA,21.8263092041,NA,NA,NA,NA,2,433
2011,YR2011,St. Martin (French part),MAF,NA,NA,97.9911807937,54.4,562.7757352941,NA,NA,78.8707317073,NA,NA,30615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,YR2011,St. Vincent and the Grenadines,VCT,12.1153652715,43.01,128.0210686101,390,280.4025641026,20.7787338716,120.5309216603,72.2994390244,18.1,9874.2560420528,109357,49.14,NA,NA,NA,83.3000030518,72.1999969482,103.5538330078,4.0929978118,NA,18.8146400452,19.2,NA,NA,NA,NA,1127
2011,YR2011,Sudan,SDN,0.0478439704,17.3039131781,0.0213620289,2376000,19.7020340909,1.327490385,68.7772445403,61.6794146341,53.8,3524.0486136321,36430923,33.188,21.8999996185,23.6000003815,14.8000001907,76.3000030518,54.2999992371,36.98088,2.0417300183,NA,NA,NA,1485,2.3331957074,NA,139415,500014
2011,YR2011,Suriname,SUR,4.3717827473,32,33.977586119,156000,3.3959038462,15.85337539,100.7099427855,70.5811219512,21.6,14942.4104752726,529761,66.276,17.1000003815,20.3999996185,7.4000000954,73.5,59.2000007629,85.3625106812,3.7109768663,NA,NA,NA,NA,0.8882795377,NA,NA,20
2011,YR2011,Swaziland,SWZ,0.2291778554,18.13,13.1995885028,17200,70.4743604651,6.2553674889,63.2375785685,48.6613902439,58.3,6366.9499210356,1212159,21.425,39.4000015259,42.2000007629,22.7000007629,72.0999984741,58.2999992371,59.921169281,5.4842888825,2.9731256021,38.6942405701,NA,NA,NA,NA,759,43
